Ref_Date,GEO,Geographical classification,FUEL,Vector,Coordinate,Value
2006/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,129.3
2006/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,127.7
2006/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,126.2
2006/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,129.0
2006/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,111.5
2006/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,109.3
2006/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,108.5
2006/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,112.0
2007/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,114.3
2007/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,109.0
2007/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,117.9
2007/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,127.9
2007/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,133.7
2007/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,123.8
2007/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,122.7
2007/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,118.1
2007/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,119.0
2007/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,113.2
2007/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,115.5
2007/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,118.7
2008/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,118.8
2008/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,120.8
2008/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,127.3
2008/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,134.0
2008/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,145.6
2008/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,155.3
2008/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,162.8
2008/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,154.3
2008/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,150.6
2008/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,135.7
2008/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,112.0
2008/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,97.5
2009/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,103.6
2009/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,108.2
2009/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,109.0
2009/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,111.3
2009/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,117.7
2009/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,119.9
2009/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,118.3
2009/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,119.4
2009/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,121.9
2009/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,114.8
2009/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,118.7
2009/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,117.4
2010/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,117.3
2010/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,115.9
2010/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,118.7
2010/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,119.6
2010/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,123.2
2010/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,124.3
2010/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,125.6
2010/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,125.7
2010/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,125.8
2010/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,124.1
2010/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,126.6
2010/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,127.1
2011/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,128.5
2011/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,130.8
2011/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,139.0
2011/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,144.4
2011/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,145.6
2011/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,139.8
2011/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,138.0
2011/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,137.3
2011/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,142.4
2011/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,139.7
2011/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,134.4
2011/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,126.7
2012/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,130.8
2012/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,128.4
2012/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,142.6
2012/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,145.0
2012/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,146.1
2012/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,144.8
2012/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,138.7
2012/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,140.7
2012/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,139.2
2012/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,141.1
2012/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,128.7
2012/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,128.1
2013/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,129.4
2013/02,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,138.0
2013/03,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,138.4
2013/04,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,140.6
2013/05,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,147.2
2013/06,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,149.9
2013/07,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,152.6
2013/08,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,150.3
2013/09,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,147.8
2013/10,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,140.0
2013/11,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,133.9
2013/12,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,131.7
2014/01,"Victoria, British Columbia",59935,Premium unleaded gasoline at self service filling stations,v735107,17.4,132.9
1991/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,58.5
1991/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,57.8
1991/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,54.3
1991/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.9
1991/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.9
1991/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.9
1991/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.4
1991/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.4
1991/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.1
1991/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.1
1991/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.1
1991/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.1
1992/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.5
1992/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1992/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,49.6
1992/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,49.9
1992/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.1
1993/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.1
1993/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.1
1993/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.1
1993/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.1
1993/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.4
1993/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.1
1993/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.4
1993/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.4
1993/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1993/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1993/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1993/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.4
1994/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.0
1994/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.5
1994/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.5
1994/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.5
1995/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.5
1995/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.1
1995/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.6
1995/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.6
1995/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1995/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.1
1995/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1995/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1995/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1995/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1995/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1995/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1996/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1996/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.8
1996/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.8
1996/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.4
1996/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.3
1996/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.3
1996/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.3
1996/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.3
1996/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.4
1996/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.9
1996/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.9
1996/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.9
1997/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.4
1997/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.4
1997/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.4
1997/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.2
1997/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.4
1997/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.4
1997/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.6
1997/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1997/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1997/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1997/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1997/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1998/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1998/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1998/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1998/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.7
1998/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.2
1998/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.2
1998/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.9
1998/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1998/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1998/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1998/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1998/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1999/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.7
1999/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1999/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.7
1999/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1999/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,50.9
1999/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.4
1999/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,51.4
1999/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,52.4
1999/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.2
1999/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,53.9
1999/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,55.7
1999/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,56.9
2000/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,57.3
2000/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,58.9
2000/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,61.5
2000/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.2
2000/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,63.4
2000/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,63.9
2000/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.9
2000/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.9
2000/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,67.9
2000/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,69.2
2000/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.7
2000/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.4
2001/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.4
2001/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.2
2001/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.2
2001/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.2
2001/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.2
2001/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.2
2001/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.9
2001/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.4
2001/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.4
2001/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.4
2001/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,69.9
2001/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,65.9
2002/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.4
2002/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.5
2002/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.7
2002/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,65.7
2002/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,65.7
2002/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,65.7
2002/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.7
2002/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.4
2002/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.8
2002/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,64.8
2002/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,65.8
2002/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,66.2
2003/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,66.7
2003/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.9
2003/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,85.2
2003/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,80.4
2003/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.2
2003/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,66.7
2003/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,67.7
2003/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,69.4
2003/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,70.9
2003/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,69.4
2003/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,69.7
2003/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,70.4
2004/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,71.4
2004/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,72.4
2004/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,73.2
2004/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,78.9
2004/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,83.4
2004/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,83.2
2004/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,83.2
2004/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,83.4
2004/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,84.7
2004/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,90.8
2004/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,91.2
2004/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,84.7
2005/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,83.9
2005/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,91.2
2005/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,98.4
2005/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,96.9
2005/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,92.7
2005/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,92.2
2005/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,96.9
2005/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,99.7
2005/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,109.4
2005/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,114.9
2005/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,107.9
2005/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,99.5
2006/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,98.0
2006/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,93.1
2006/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,98.6
2006/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,103.0
2006/05,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,108.7
2006/06,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,109.8
2006/07,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,106.5
2006/08,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,113.5
2006/09,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,105.3
2006/10,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,93.8
2006/11,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,94.3
2006/12,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,98.5
2007/01,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,102.3
2007/02,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,98.3
2007/03,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,99.0
2007/04,"Victoria, British Columbia",59935,Diesel fuel at full service filling stations,v735125,17.5,103.3
